Rank,Infinitiv,Präsens_ich,Präsens_du,"Präsens_er, sie, es",Präsens_wir,Präsens_ihr,Präsens_Sie,Präteritum_ich,Partizip II,Konjunktiv II_ich,Imperativ Singular,Imperativ Singular*,Imperativ Singular 2,Imperativ Plural,Imperativ Plural*,Hilfsverb,Hilfsverb*
1914,verwalten,verwalte,verwaltest,verwaltet,,,,verwaltete,verwaltet,verwaltete,verwalte,,,verwaltet,,haben,
1915,einstürzen,stürze ein,stürzt ein,stürzt ein,,,,stürzte ein,eingestürzt,stürzte ein,stürze ein,stürz ein,,stürzt ein,,sein,haben
1916,prahlen,prahle,prahlst,prahlt,,,,prahlte,geprahlt,prahlte,prahl,prahle,,prahlt,,haben,
1917,wiedergeben,gebe wieder,gibst wieder,gibt wieder,,,,gab wieder,wiedergegeben,gäbe wieder,gib wieder,,,gebt wieder,,haben,
1918,heimzahlen,zahle heim,zahlst heim,zahlt heim,,,,zahlte heim,heimgezahlt,zahlte heim,zahl heim,zahle heim,,zahlt heim,,haben,
1919,sündigen,sündige,sündigst,sündigt,,,,sündigte,gesündigt,sündigte,sündig,sündige,,sündigt,,haben,
1920,schmücken,schmücke,schmückst,schmückt,,,,schmückte,geschmückt,schmückte,schmücke,,,schmückt,,haben,
1921,agieren,agiere,agierst,agiert,,,,agierte,agiert,agierte,agiere,agier,,agiert,,haben,
1922,unterziehen,unterziehe,unterziehst,unterzieht,,,,unterzog,unterzogen,unterzöge,unterzieh,unterziehe,,unterzieht,,haben,
1923,erliegen,erliege,erliegst,erliegt,,,,erlag,erlegen,erläge,erlieg,erliege,,erliegt,,sein,
1924,ausspielen,spiele aus,spielst aus,spielt aus,,,,spielte aus,ausgespielt,spielte aus,spiele aus,,,spielt aus,,haben,
1925,kappen,kappe,kappst,kappt,,,,kappte,gekappt,kappte,kapp,kappe,,kappt,,haben,
1926,runtergehen,gehe runter,gehst runter,geht runter,,,,ging runter,runtergegangen,ginge runter,geh runter,gehe runter,,geht runter,,sein,
1927,injizieren,injiziere,injizierst,injiziert,,,,injizierte,injiziert,injizierte,injizier,injiziere,,injiziert,,haben,
1928,abschreiben,schreibe ab,schreibst ab,schreibt ab,,,,schrieb ab,abgeschrieben,schriebe ab,schreib ab,schreibe ab,,schreibt ab,,haben,
1929,schmoren,schmore,schmorst,schmort,,,,schmorte,geschmort,schmorte,schmore,,,schmort,,haben,
1930,paaren,paare,paarst,paart,,,,paarte,gepaart,paarte,paare,paar,,paart,,haben,
1931,spitzen,spitze,spitzt,spitzt,,,,spitzte,gespitzt,spitzte,spitz,spitze,,spitzt,,haben,
1932,dopen,dope,dopst,dopt,,,,dopte,gedopt,dopte,dope,,,dopt,,haben,
1933,ablösen,löse ab,löst ab,löst ab,,,,löste ab,abgelöst,löste ab,löse ab,,,löst ab,,haben,
1934,rankommen,komme ran,kommst ran,kommt ran,,,,kam ran,rangekommen,käme ran,komm ran,komme ran,,kommt ran,,sein,
1935,ausschlafen,schlafe aus,schläfst aus,schläft aus,,,,schlief aus,ausgeschlafen,schliefe aus,schlafe aus,schlaf aus,,schlaft aus,,haben,
1936,fetzen,fetze,fetzt,fetzt,,,,fetzte,gefetzt,fetzte,fetz,fetze,,fetzt,,haben,sein
1937,kollabieren,kollabiere,kollabierst,kollabiert,,,,kollabierte,kollabiert,kollabierte,kollabier,kollabiere,,kollabiert,,sein,
1938,weiterleiten,leite weiter,leitest weiter,leitet weiter,,,,leitete weiter,weitergeleitet,leitete weiter,leite weiter,,,leitet weiter,,haben,
1939,beladen,belade,belädst,belädt,,,,belud,beladen,belüde,belad,belade,,beladet,,haben,
1940,niederlassen,lasse nieder,lässt nieder,lässt nieder,,,,ließ nieder,niedergelassen,ließe nieder,lass nieder,lasse nieder,,lasst nieder,,haben,
1941,abbauen,baue ab,baust ab,baut ab,,,,baute ab,abgebaut,baute ab,baue ab,,,bauet ab,,haben,
1942,vollziehen,vollziehe,vollziehst,vollzieht,,,,vollzog,vollzogen,vollzöge,vollziehe,,,vollzieht,,haben,
1943,bescheren,beschere,bescherst,beschert,,,,bescherte,beschert,bescherte,beschere,,,beschert,,haben,
1944,verseuchen,verseuche,verseuchst,verseucht,,,,verseuchte,verseucht,verseuchte,verseuch,verseuche,,verseucht,,haben,
1945,beibehalten,behalte bei,behältst bei,behält bei,,,,behielt bei,beibehalten,behielte bei,behalte bei,,,behaltet bei,,haben,
1946,überlisten,überliste,überlistest,überlistet,,,,überlistete,überlistet,überlistete,überliste,,,überlistet,,haben,
1947,vorschreiben,schreibe vor,schreibst vor,schreibt vor,,,,schrieb vor,vorgeschrieben,schriebe vor,schreib vor,schreibe vor,,schreibt vor,,haben,
1948,platzieren,platziere,platzierst,platziert,,,,platzierte,platziert,platzierte,platzier,platziere,,platziert,,haben,
1949,aufdrehen,drehe auf,drehst auf,dreht auf,,,,drehte auf,aufgedreht,drehte auf,dreh auf,,,dreht auf,,haben,
1950,kombinieren,kombiniere,kombinierst,kombiniert,,,,kombinierte,kombiniert,kombinierte,kombinier,kombiniere,,kombiniert,,haben,
1951,verkriechen,verkrieche,verkriechst,verkriecht,,,,verkroch,verkrochen,verkröche,verkriech,verkrieche,,verkriecht,,haben,
1952,ausreißen,reiße aus,reißt aus,reißt aus,,,,riss aus,ausgerissen,risse aus,reiß aus,reiße aus,,reißt aus,,haben,sein
1953,sausen,sause,saust,saust,,,,sauste,gesaust,sauste,sause,,,saust,,haben,sein
1954,melken,melke,melkst,melkt,,,,melkte,gemolken,melkte,melk,melke,,melkt,,haben,
1955,spuken,spuke,spukst,spukt,,,,spukte,gespukt,spukte,spuk,spuke,,spukt,,haben,
1956,klicken,klicke,klickst,klickt,,,,klickte,geklickt,klickte,klick,klicke,,klickt,,haben,
1957,verkabeln,verkabele,verkabelst,verkabelt,,,,verkabelte,verkabelt,verkabelte,verkabel,verkabele,,verkabelt,,haben,
1958,modifizieren,modifiziere,modifizierst,modifiziert,,,,modifizierte,modifiziert,modifizierte,modifiziere,modifizier,,modifiziert,,haben,
1959,einschränken,schränke ein,schränkst ein,schränkt ein,,,,schränkte ein,eingeschränkt,schränkte ein,schränk ein,schränke ein,,schränkt ein,,haben,
1960,einschüchtern,schüchtere ein,schüchterst ein,schüchtert ein,,,,schüchterte ein,eingeschüchtert,schüchterte ein,schüchter ein,schüchtere ein,,schüchtert ein,,haben,
1961,fauchen,fauche,fauchst,faucht,,,,fauchte,gefaucht,fauchte,fauch,,,faucht,,haben,
1962,ausrotten,rotte aus,rottest aus,rottet aus,,,,rottete aus,ausgerottet,rottete aus,rotte aus,,,rottet aus,,haben,
1963,darren,darre,darrst,darrt,,,,darrte,gedarrt,darrte,darr,darre,,darrt,,haben,
1964,abstreiten,streite ab,streitest ab,streitet ab,,,,stritt ab,abgestritten,stritte ab,streite ab,,,streitet ab,,haben,
1965,dalassen,lasse da,lässt da,lässt da,,,,ließ da,dagelassen,ließe da,lass da,lasse da,,lasst da,,haben,
1966,verzehren,verzehre,verzehrst,verzehrt,,,,verzehrte,verzehrt,verzehrte,verzehre,verzehr,,verzehrt,,haben,
1967,kuscheln,kuschle,kuschelst,kuschelt,,,,kuschelte,gekuschelt,kuschelte,kuschle,kuschele,,kuschelt,,haben,
1968,bedrängen,bedränge,bedrängst,bedrängt,,,,bedrängte,bedrängt,bedrängte,bedränge,,,bedrängt,,haben,
1969,säen,säe,säst,sät,,,,säte,gesät,säte,sä,säe,,sät,säet,haben,
1970,konstruieren,konstruiere,konstruierst,konstruiert,,,,konstruierte,konstruiert,konstruierte,konstruiere,konstruier,,konstruiert,,haben,
1971,kiffen,kiffe,kiffst,kifft,,,,kiffte,gekifft,kiffte,kiffe,kiff,,kifft,,haben,
1972,umstimmen,stimme um,stimmst um,stimmt um,,,,stimmte um,umgestimmt,stimmte um,stimm um,stimme um,,stimmt um,,haben,
1973,ansteigen,steige an,steigst an,steigt an,,,,stieg an,angestiegen,stiege an,steig an,steige an,,steigt an,,sein,
1974,auslegen,lege aus,legst aus,legt aus,,,,legte aus,ausgelegt,legte aus,leg aus,lege aus,,legt aus,,haben,
1975,briefen,briefe,briefst,brieft,,,,briefte,gebrieft,briefte,brief,briefe,,brieft,,haben,
1976,befallen,befalle,befällst,befällt,,,,befiel,befallen,befiele,befall,,,befallt,,haben,
1977,ausverkaufen,verkaufe aus,verkaufst aus,verkauft aus,,,,verkaufte aus,ausverkauft,verkaufte aus,verkauf aus,verkaufe aus,,verkauft aus,,haben,
1978,werben,werbe,wirbst,wirbt,,,,warb,geworben,würbe,wirb,,,werbt,,haben,
1979,ausarbeiten,arbeite aus,arbeitest aus,arbeitet aus,,,,arbeitete aus,ausgearbeitet,arbeitete aus,arbeit aus,arbeite aus,,arbeitet aus,,haben,
1980,anschlagen,schlage an,schlägst an,schlägt an,,,,schlug an,angeschlagen,schlüge an,schlag an,,,schlagt an,,haben,sein
1981,scheuen,scheue,scheust,scheut,,,,scheute,gescheut,scheute,scheue,,,scheut,scheuet,haben,
1982,jaulen,jaule,jaulst,jault,,,,jaulte,gejault,jaulte,jaule,,,jault,,haben,
1983,entfachen,entfache,entfachst,entfacht,,,,entfachte,entfacht,entfachte,entfache,,,entfacht,,haben,
1984,bereinigen,bereinige,bereinigst,bereinigt,,,,bereinigte,bereinigt,bereinigte,bereinig,bereinige,,bereinigt,,haben,
1985,kacken,kacke,kackst,kackt,,,,kackte,gekackt,kackte,kack,kacke,,kackt,,haben,
1986,begnadigen,begnadige,begnadigst,begnadigt,,,,begnadigte,begnadigt,begnadigte,begnadige,,,begnadigt,,haben,
1987,spiegeln,spiegle,spiegelst,spiegelt,,,,spiegelte,gespiegelt,spiegelte,spiegle,spiegele,,spiegelt,,haben,
1988,verkorksen,verkorkse,verkorkst,verkorkst,,,,verkorkste,verkorkst,verkorkste,verkorks,verkorkse,,verkorkst,,haben,
1989,lüften,lüfte,lüftest,lüftet,,,,lüftete,gelüftet,lüftete,lüfte,,,lüftet,,haben,
1990,flügeln,flügle,flügelst,flügelt,,,,flügelte,geflügelt,flügelte,flügele,flügle,,flügelt,,haben,
1991,verschwimmen,verschwimme,verschwimmst,verschwimmt,,,,verschwamm,verschwommen,verschwömme,verschwimme,,,verschwimmt,,sein,
1992,verkuppeln,verkupple,verkuppelst,verkuppelt,,,,verkuppelte,verkuppelt,verkuppelte,verkupple,verkuppele,,verkuppelt,,haben,
1993,erlöschen,erlösche,erlischst,erlischt,,,,erlosch,erloschen,erlösche,erlisch,,,erlöscht,,sein,
1994,nachlassen,lasse nach,lässt nach,lässt nach,,,,ließ nach,nachgelassen,ließe nach,lasse nach,,,lasst nach,,haben,
1995,schnitzen,schnitze,schnitzt,schnitzt,,,,schnitzte,geschnitzt,schnitzte,schnitz,schnitze,,schnitzt,,haben,
1996,abhacken,hacke ab,hackst ab,hackt ab,,,,hackte ab,abgehackt,hackte ab,hacke ab,hack ab,,hackt ab,,haben,
1997,krümmen,krümme,krümmst,krümmt,,,,krümmte,gekrümmt,krümmte,krümm,krümme,,krümmt,,haben,
1998,anfreunden,freunde an,freundest an,freundet an,,,,freundete an,angefreundet,freundete an,freunde an,,,freundet an,,haben,
1999,erzwingen,erzwinge,erzwingst,erzwingt,,,,erzwang,erzwungen,erzwänge,erzwinge,erzwing,,erzwingt,,haben,
2000,gutachten,gutachte,gutachtest,gutachtet,,,,gutachtete,gegutachtet,gutachtete,gutachte,,,gutachtet,,haben,
2001,anbauen,baue an,baust an,baut an,,,,baute an,angebaut,baute an,baue an,,,baut an,,haben,
2002,zimmern,zimmere,zimmerst,zimmert,,,,zimmerte,gezimmert,zimmerte,zimmere,zimmer,,zimmert,,haben,
2003,bemitleiden,bemitleide,bemitleidest,bemitleidet,,,,bemitleidete,bemitleidet,bemitleidete,bemitleide,,,bemitleidet,,haben,
2004,einwickeln,wickle ein,wickelst ein,wickelt ein,,,,wickelte ein,eingewickelt,wickelte ein,wickle ein,,,wickelt ein,,haben,
2005,knutschen,knutsche,knutschst,knutscht,,,,knutschte,geknutscht,knutschte,knutsche,knutsch,,knutscht,,haben,
2006,buben,bube,bubst,bubt,,,,bubte,gebubt,bubte,bub,bube,,bubt,,haben,
2007,karren,karre,karrst,karrt,,,,karrte,gekarrt,karrte,karr,,,karrt,,haben,
2008,herrichten,richte her,richtest her,richtet her,,,,richtete her,hergerichtet,richtete her,richt her,richte her,,richtet her,,haben,
2009,dröhnen,dröhne,dröhnst,dröhnt,,,,dröhnte,gedröhnt,dröhnte,dröhn,dröhne,,dröhnt,,haben,
2010,eingestehen,gestehe ein,gestehst ein,gesteht ein,,,,gestand ein,eingestanden,gestände ein,gesteh ein,gestehe ein,,gesteht ein,,haben,
2011,überschätzen,überschätze,überschätzt,überschätzt,,,,überschätzte,überschätzt,überschätzte,überschätze,überschätz,,überschätzt,,haben,
2012,ermüden,ermüde,ermüdest,ermüdet,,,,ermüdete,ermüdet,ermüdete,ermüde,,,ermüdet,,haben,sein
2013,ausatmen,atme aus,atmest aus,atmet aus,,,,atmete aus,ausgeatmet,atmete aus,atme aus,,,atmet aus,,haben,
2014,verschlechtern,verschlechtere,verschlechterst,verschlechtert,,,,verschlechterte,verschlechtert,verschlechterte,verschlechter,verschlechtere,,verschlechtert,,haben,
2015,handhaben,handhabe,handhabst,handhabt,,,,handhabte,gehandhabt,handhabte,handhabe,,,handhabt,,haben,
2016,verbittern,verbittere,verbitterst,verbittert,,,,verbitterte,verbittert,verbitterte,verbitter,verbittere,,verbittert,,haben,sein
2017,plädieren,plädiere,plädierst,plädiert,,,,plädierte,plädiert,plädierte,plädiere,plädier,,plädiert,,haben,
2018,eingrenzen,grenze ein,grenzt ein,grenzt ein,,,,grenzte ein,eingegrenzt,grenzte ein,grenz ein,grenze ein,,grenzt ein,,haben,
2019,anregen,rege an,regst an,regt an,,,,regte an,angeregt,regte an,reg an,rege an,,regt an,,haben,
2020,empören,empöre,empörst,empört,,,,empörte,empört,empörte,empöre,,,empört,,haben,
2021,verschleiern,verschleiere,verschleierst,verschleiert,,,,verschleierte,verschleiert,verschleierte,verschleiere,,,verschleiert,,haben,
2022,japsen,japse,japst,japst,,,,japste,gejapst,japste,japs,japse,,japst,,haben,
2023,lasten,laste,lastest,lastet,,,,lastete,gelastet,lastete,last,laste,,lastet,,haben,
2024,mangeln,mangle,mangelst,mangelt,,,,mangelte,gemangelt,mangelte,mangle,mangele,,mangelt,,haben,
2025,erstarren,erstarre,erstarrst,erstarrt,,,,erstarrte,erstarrt,erstarrte,erstarr,,,erstarrt,,sein,
2026,einbeziehen,beziehe ein,beziehst ein,bezieht ein,,,,bezog ein,einbezogen,bezöge ein,beziehe ein,,,bezieht ein,beziehet ein,haben,
2027,absorbieren,absorbiere,absorbierst,absorbiert,,,,absorbierte,absorbiert,absorbierte,absorbiere,absorbier,,absorbiert,,haben,
2028,übersteigen,übersteige,übersteigst,übersteigt,,,,überstieg,überstiegen,überstiege,übersteig,übersteige,,übersteigt,,haben,
2029,absprechen,spreche ab,sprichst ab,spricht ab,,,,sprach ab,abgesprochen,spräche ab,sprich ab,,,sprecht ab,,haben,
2030,abbringen,bringe ab,bringst ab,bringt ab,,,,brachte ab,abgebracht,brächte ab,bring ab,bringe ab,,bringt ab,,haben,
2031,auslaufen,laufe aus,läufst aus,läuft aus,,,,lief aus,ausgelaufen,liefe aus,lauf aus,laufe aus,,lauft aus,,sein,
2032,applaudieren,applaudiere,applaudierst,applaudiert,,,,applaudierte,applaudiert,applaudierte,applaudiere,applaudier,,applaudiert,,haben,
2033,konfiszieren,konfisziere,konfiszierst,konfisziert,,,,konfiszierte,konfisziert,konfiszierte,konfiszier,konfisziere,,konfisziert,,haben,
2034,stattgeben,gebe statt,gibst statt,gibt statt,,,,gab statt,stattgegeben,gäbe statt,gib statt,,,gebt statt,,haben,
2035,durchlaufen,laufe durch,läufst durch,läuft durch,,,,lief durch,durchgelaufen,liefe durch,lauf durch,,,lauft durch,,sein,
2036,belehren,belehre,belehrst,belehrt,,,,belehrte,belehrt,belehrte,belehr,belehre,,belehrt,,haben,
2037,erbrechen,erbreche,erbrichst,erbricht,,,,erbrach,erbrochen,erbräche,erbrich,,,erbrecht,,haben,
2038,einschreiben,schreibe ein,schreibst ein,schreibt ein,,,,schrieb ein,eingeschrieben,schriebe ein,schreib ein,schreibe ein,,schreibt ein,,haben,
2039,drankriegen,kriege dran,kriegst dran,kriegt dran,,,,kriegte dran,drangekriegt,kriegte dran,krieg dran,,,kriegt dran,,haben,
2040,bügeln,bügle,bügelst,bügelt,,,,bügelte,gebügelt,bügelte,bügle,bügele,,bügelt,,haben,
2041,vergewissern,vergewissere,vergewisserst,vergewissert,,,,vergewisserte,vergewissert,vergewisserte,vergewissere,,,vergewissert,,haben,
2042,verwirklichen,verwirkliche,verwirklichst,verwirklicht,,,,verwirklichte,verwirklicht,verwirklichte,verwirklich,verwirkliche,,verwirklicht,,haben,
2043,begründen,begründe,begründest,begründet,,,,begründete,begründet,begründete,begründe,,,begründet,,haben,
2044,weilen,weile,weilst,weilt,,,,weilte,geweilt,weilte,weil,weile,,weilt,,haben,
2045,nachforschen,forsche nach,forschst nach,forscht nach,,,,forschte nach,nachgeforscht,forschte nach,forsche nach,forsch nach,,forscht nach,,haben,
2046,spekulieren,spekuliere,spekulierst,spekuliert,,,,spekulierte,spekuliert,spekulierte,spekulier,spekuliere,,spekuliert,,haben,
2047,schrubben,schrubbe,schrubbst,schrubbt,,,,schrubbte,geschrubbt,schrubbte,schrubb,schrubbe,,schrubbt,,haben,
2048,verwetten,verwette,verwettest,verwettet,,,,verwettete,verwettet,verwettete,verwett,verwette,,verwettet,,haben,
2049,totschlagen,schlage tot,schlägst tot,schlägt tot,,,,schlug tot,totgeschlagen,schlüge tot,schlag tot,schlage tot,,schlagt tot,,haben,
2050,verwehren,verwehre,verwehrst,verwehrt,,,,verwehrte,verwehrt,verwehrte,verwehr,verwehre,,verwehrt,,haben,
2051,anlassen,lasse an,lässt an,lässt an,,,,ließ an,angelassen,ließe an,lass an,lasse an,,lasst an,,haben,
2052,gesellen,geselle,gesellst,gesellt,,,,gesellte,gesellt,gesellte,gesell,geselle,,gesellt,,haben,
2053,plätschern,plätschere,plätscherst,plätschert,,,,plätscherte,geplätschert,plätscherte,plätschere,,,plätschert,,sein,haben
2054,ausbeuten,beute aus,beutest aus,beutet aus,,,,beutete aus,ausgebeutet,beutete aus,beute aus,,,beutet aus,,haben,
2055,befunden,befunde,befundest,befundet,,,,befundete,befundet,befundete,befund,befunde,,befundet,,haben,
2056,zutreffen,-,-,trifft zu,,,,traf zu,zugetroffen,träfe zu,-,,,-,,haben,
2057,besichtigen,besichtige,besichtigst,besichtigt,,,,besichtigte,besichtigt,besichtigte,besichtige,,,besichtigt,,haben,
2058,zelten,zelte,zeltest,zeltet,,,,zeltete,gezeltet,zeltete,zelte,,,zeltet,,haben,
2059,koordinieren,koordiniere,koordinierst,koordiniert,,,,koordinierte,koordiniert,koordinierte,koordiniere,koordinier,,koordiniert,,haben,
2060,flattern,flattere,flatterst,flattert,,,,flatterte,geflattert,flatterte,flattere,,,flattert,,haben,
2061,veräppeln,veräppele,veräppelst,veräppelt,,,,veräppelte,veräppelt,veräppelte,veräppele,,,veräppelt,,haben,
2062,verschlimmern,verschlimmere,verschlimmerst,verschlimmert,,,,verschlimmerte,verschlimmert,verschlimmerte,verschlimmere,verschlimmer,,verschlimmert,,haben,
2063,abtrennen,trenne ab,trennst ab,trennt ab,,,,trennte ab,abgetrennt,trennte ab,trenn ab,trenne ab,,trennt ab,,haben,
2064,verdauen,verdaue,verdaust,verdaut,,,,verdaute,verdaut,verdaute,verdaue,,,verdaut,,haben,
2065,distanzieren,distanziere,distanzierst,distanziert,,,,distanzierte,distanziert,distanzierte,distanzier,distanziere,,distanziert,,haben,
2066,zurückschicken,schicke zurück,schickst zurück,schickt zurück,,,,schickte zurück,zurückgeschickt,schickte zurück,schicke zurück,,,schickt zurück,,haben,
2067,zusammenreißen,reiße zusammen,reißt zusammen,reißt zusammen,,,,riss zusammen,zusammengerissen,risse zusammen,reiß zusammen,,,reißt zusammen,,haben,
2068,erlernen,erlerne,erlernst,erlernt,,,,erlernte,erlernt,erlernte,erlern,erlerne,,erlernt,,haben,
2069,überfluten,überflute,überflutest,überflutet,,,,überflutete,überflutet,überflutete,überflute,,,überflutet,,haben,
2070,überlasten,überlaste,überlastest,überlastet,,,,überlastete,überlastet,überlastete,überlast,überlaste,,überlastet,,haben,
2071,interviewen,interviewe,interviewst,interviewt,,,,interviewte,interviewt,interviewte,interview,interviewe,,interviewt,,haben,
2072,schnauben,schnaube,schnaubst,schnaubt,,,,schnaubte,geschnaubt,schnaubte,schnaub,schnaube,,schnaubt,,haben,
2073,durchtrennen,durchtrenne,durchtrennst,durchtrennt,,,,durchtrennte,durchtrennt,durchtrennte,durchtrenne,,,durchtrennt,,haben,
2074,abrechnen,rechne ab,rechnest ab,rechnet ab,,,,rechnete ab,abgerechnet,rechnete ab,rechne ab,,,rechnet ab,,haben,
2075,aufheitern,heitere auf,heiterst auf,heitert auf,,,,heiterte auf,aufgeheitert,heiterte auf,heiter auf,heitere auf,,heitert auf,,haben,
2076,zerstreuen,zerstreue,zerstreust,zerstreut,,,,zerstreute,zerstreut,zerstreute,zerstreue,,,zerstreut,,haben,
2077,hochheben,hebe hoch,hebst hoch,hebt hoch,,,,hob hoch,hochgehoben,höbe hoch,heb hoch,hebe hoch,,hebt hoch,,haben,
2078,nachvollziehen,vollziehe nach,vollziehst nach,vollzieht nach,,,,vollzog nach,nachvollzogen,vollzöge nach,vollziehe nach,,,vollzieht nach,vollziehet nach,haben,
2079,zutrauen,traue zu,traust zu,traut zu,,,,traute zu,zugetraut,traute zu,trau zu,,,traut zu,,haben,
2080,zuweisen,weise zu,weist zu,weist zu,,,,wies zu,zugewiesen,wiese zu,weis zu,,,weist zu,,haben,
2081,abfallen,falle ab,fällst ab,fällt ab,,,,fiel ab,abgefallen,fiele ab,fall ab,falle ab,,fallt ab,,sein,
2082,vermöbeln,vermöble,vermöbelst,vermöbelt,,,,vermöbelte,vermöbelt,vermöbelte,vermöble,vermöbele,,vermöbelt,,haben,
2083,kapitulieren,kapituliere,kapitulierst,kapituliert,,,,kapitulierte,kapituliert,kapitulierte,kapitulier,kapituliere,,kapituliert,,haben,
2084,entbinden,entbinde,entbindest,entbindet,,,,entband,entbunden,entbände,entbind,entbinde,,entbindet,,haben,
2085,fortführen,führe fort,führst fort,führt fort,,,,führte fort,fortgeführt,führte fort,führ fort,führe fort,,führt fort,,haben,
2086,kommandieren,kommandiere,kommandierst,kommandiert,,,,kommandierte,kommandiert,kommandierte,kommandiere,kommandier,,kommandiert,,haben,
